system:index,fnf,.geo
85244_0,1.0,
85245_0,1.0,
85246_0,1.0,
85247_0,1.0,
85248_0,1.0,
85249_0,3.0,
85250_0,2.0,
85251_0,2.0,
85252_0,1.0,
85253_0,2.0,
85254_0,2.0,
85255_0,2.0,
85256_0,2.0,
85257_0,2.0,
85258_0,2.0,
85259_0,2.0,
85260_0,2.0,
85261_0,2.0,
85262_0,2.0,
85263_0,2.0,
85264_0,2.0,
85265_0,3.0,
85266_0,2.0,
85267_0,2.0,
85268_0,2.0,
85269_0,1.0,
85270_0,1.0,
85271_0,2.0,
85272_0,1.0,
85273_0,2.0,
85274_0,2.0,
85275_0,2.0,
85276_0,3.0,
85277_0,1.0,
85278_0,2.0,
85279_0,1.0,
85280_0,2.0,
85281_0,2.0,
85282_0,2.0,
85283_0,2.0,
85284_0,2.0,
85285_0,1.0,
85286_0,2.0,
85287_0,1.0,
85288_0,2.0,
85289_0,2.0,
85290_0,2.0,
85291_0,2.0,
85292_0,2.0,
85293_0,2.0,
85294_0,1.0,
85295_0,2.0,
85296_0,2.0,
85297_0,2.0,
85298_0,2.0,
85299_0,3.0,
85300_0,2.0,
85301_0,2.0,
85302_0,2.0,
85303_0,2.0,
85304_0,2.0,
85305_0,1.0,
85306_0,3.0,
85307_0,1.0,
85308_0,2.0,
85309_0,2.0,
85310_0,2.0,
85311_0,2.0,
85312_0,3.0,
85313_0,2.0,
85314_0,2.0,
85315_0,1.0,
85316_0,2.0,
85317_0,2.0,
85318_0,2.0,
85319_0,2.0,
85320_0,3.0,
85321_0,1.0,
85322_0,1.0,
85323_0,2.0,
85324_0,1.0,
85325_0,1.0,
85326_0,1.0,
85327_0,3.0,
85328_0,1.0,
85329_0,1.0,
85330_0,2.0,
85331_0,2.0,
85332_0,1.0,
85333_0,2.0,
85334_0,2.0,
85335_0,2.0,
85336_0,2.0,
85337_0,2.0,
85338_0,2.0,
85339_0,1.0,
85340_0,2.0,
85341_0,2.0,
85342_0,2.0,
85343_0,2.0,
85344_0,2.0,
85345_0,2.0,
85346_0,1.0,
85347_0,2.0,
85348_0,1.0,
85349_0,2.0,
85350_0,2.0,
85351_0,2.0,
85352_0,2.0,
85353_0,3.0,
85354_0,2.0,
85355_0,3.0,
85356_0,1.0,
85357_0,2.0,
85358_0,1.0,
85359_0,2.0,
85360_0,1.0,
85361_0,2.0,
85362_0,1.0,
85363_0,2.0,
85364_0,2.0,
85365_0,1.0,
85366_0,2.0,
85367_0,2.0,
85368_0,2.0,
85369_0,1.0,
85370_0,1.0,
85371_0,1.0,
85372_0,1.0,
85373_0,1.0,
85374_0,1.0,
85375_0,2.0,
85376_0,2.0,
85377_0,1.0,
85378_0,2.0,
85379_0,2.0,
85380_0,2.0,
85381_0,1.0,
85382_0,1.0,
85383_0,2.0,
85384_0,3.0,
85385_0,2.0,
85386_0,2.0,
85387_0,1.0,
85388_0,2.0,
85389_0,1.0,
85390_0,3.0,
85391_0,2.0,
85392_0,3.0,
85393_0,2.0,
85394_0,1.0,
85395_0,2.0,
85396_0,1.0,
85397_0,2.0,
85398_0,2.0,
85399_0,1.0,
85400_0,1.0,
85401_0,1.0,
85402_0,1.0,
85403_0,2.0,
85404_0,2.0,
85405_0,2.0,
85406_0,2.0,
85407_0,3.0,
85408_0,1.0,
85409_0,1.0,
85410_0,2.0,
85411_0,1.0,
85412_0,1.0,
85413_0,3.0,
85414_0,2.0,
85415_0,2.0,
85416_0,2.0,
85417_0,2.0,
85418_0,3.0,
85419_0,3.0,
85420_0,1.0,
85421_0,2.0,
85422_0,2.0,
85423_0,2.0,
85424_0,2.0,
85425_0,2.0,
85426_0,2.0,
85427_0,1.0,
85428_0,1.0,
85429_0,3.0,
85430_0,1.0,
85431_0,1.0,
85432_0,1.0,
85433_0,2.0,
85434_0,2.0,
85435_0,2.0,
85436_0,2.0,
85437_0,2.0,
85438_0,1.0,
85439_0,2.0,
85440_0,2.0,
85441_0,2.0,
85442_0,1.0,
85443_0,1.0,
85444_0,2.0,
85445_0,1.0,
85446_0,2.0,
85447_0,3.0,
85448_0,2.0,
85449_0,2.0,
85450_0,1.0,
85451_0,2.0,
85452_0,2.0,
85453_0,2.0,
85454_0,2.0,
85455_0,2.0,
85456_0,1.0,
85457_0,1.0,
85458_0,2.0,
85459_0,2.0,
85460_0,2.0,
85461_0,2.0,
85462_0,1.0,
85463_0,2.0,
85464_0,3.0,
85465_0,2.0,
85466_0,2.0,
85467_0,2.0,
85468_0,1.0,
85469_0,2.0,
85470_0,2.0,
85471_0,2.0,
85472_0,1.0,
85473_0,2.0,
85474_0,2.0,
85475_0,3.0,
85476_0,2.0,
85477_0,1.0,
85478_0,2.0,
85479_0,1.0,
85480_0,1.0,
85481_0,1.0,
85482_0,1.0,
85483_0,2.0,
85484_0,2.0,
85485_0,3.0,
85486_0,2.0,
85487_0,2.0,
85488_0,2.0,
85489_0,1.0,
85490_0,1.0,
85491_0,1.0,
85492_0,1.0,
85493_0,1.0,
85494_0,2.0,
85495_0,2.0,
85496_0,2.0,
85497_0,2.0,
85498_0,1.0,
85499_0,1.0,
85500_0,1.0,
85501_0,2.0,
85502_0,2.0,
85503_0,1.0,
85504_0,3.0,
85505_0,2.0,
85506_0,2.0,
85507_0,1.0,
85508_0,1.0,
85509_0,3.0,
85510_0,2.0,
85511_0,2.0,
85512_0,2.0,
85513_0,1.0,
85514_0,1.0,
85515_0,2.0,
85516_0,2.0,
85517_0,2.0,
85518_0,2.0,
85519_0,2.0,
85520_0,1.0,
85521_0,2.0,
85522_0,2.0,
85523_0,1.0,
85524_0,2.0,
85525_0,2.0,
85526_0,2.0,
85527_0,2.0,
85528_0,1.0,
85529_0,1.0,
85530_0,2.0,
85531_0,1.0,
85532_0,2.0,
85533_0,1.0,
85534_0,3.0,
85535_0,3.0,
85536_0,2.0,
85537_0,2.0,
85538_0,2.0,
85539_0,2.0,
85540_0,1.0,
85541_0,2.0,
85542_0,2.0,
85543_0,2.0,
85544_0,2.0,
85545_0,2.0,
85546_0,1.0,
85547_0,2.0,
85548_0,2.0,
85549_0,1.0,
85550_0,1.0,
85551_0,1.0,
85552_0,3.0,
85553_0,1.0,
85554_0,1.0,
85555_0,2.0,
85556_0,2.0,
85557_0,1.0,
85558_0,2.0,
85559_0,1.0,
85560_0,2.0,
85561_0,3.0,
85562_0,1.0,
85563_0,1.0,
85564_0,2.0,
85565_0,2.0,
85566_0,1.0,
85567_0,2.0,
85568_0,2.0,
85569_0,2.0,
85570_0,2.0,
85571_0,2.0,
85572_0,2.0,
85573_0,1.0,
85574_0,1.0,
85575_0,2.0,
85576_0,1.0,
85577_0,2.0,
85578_0,2.0,
85579_0,1.0,
85580_0,2.0,
85581_0,3.0,
85582_0,2.0,
85583_0,2.0,
85584_0,2.0,
85585_0,1.0,
85586_0,2.0,
85587_0,2.0,
85588_0,1.0,
85589_0,1.0,
85590_0,1.0,
85591_0,2.0,
85592_0,1.0,
85593_0,2.0,
85594_0,2.0,
85595_0,2.0,
85596_0,1.0,
85597_0,2.0,
85598_0,1.0,
85599_0,2.0,
85600_0,1.0,
85601_0,2.0,
85602_0,1.0,
85603_0,2.0,
85604_0,2.0,
85605_0,1.0,
85606_0,2.0,
85607_0,1.0,
85608_0,2.0,
85609_0,1.0,
85610_0,2.0,
85611_0,1.0,
85612_0,1.0,
85613_0,2.0,
85614_0,2.0,
85615_0,1.0,
85616_0,2.0,
85617_0,2.0,
85618_0,1.0,
85619_0,2.0,
85620_0,2.0,
85621_0,2.0,
85622_0,2.0,
85623_0,1.0,
85624_0,2.0,
85625_0,2.0,
85626_0,2.0,
85627_0,2.0,
85628_0,2.0,
85629_0,2.0,
85630_0,2.0,
85631_0,2.0,
85632_0,2.0,
85633_0,2.0,
85634_0,3.0,
85635_0,2.0,
85636_0,1.0,
85637_0,2.0,
85638_0,3.0,
85639_0,2.0,
85640_0,2.0,
85641_0,2.0,
85642_0,2.0,
85643_0,2.0,
85644_0,1.0,
85645_0,1.0,
85646_0,2.0,
85647_0,1.0,
85648_0,2.0,
85649_0,2.0,
85650_0,2.0,
85651_0,1.0,
85652_0,1.0,
85653_0,2.0,
85654_0,1.0,
85655_0,1.0,
85656_0,2.0,
85657_0,2.0,
85658_0,1.0,
85659_0,2.0,
85660_0,2.0,
85661_0,2.0,
85662_0,1.0,
85663_0,2.0,
85664_0,2.0,
85665_0,1.0,
85666_0,1.0,
85667_0,1.0,
85668_0,2.0,
85669_0,1.0,
85670_0,2.0,
85671_0,2.0,
85672_0,1.0,
85673_0,2.0,
85674_0,3.0,
85675_0,2.0,
85676_0,2.0,
85677_0,2.0,
85678_0,1.0,
85679_0,1.0,
85680_0,1.0,
85681_0,2.0,
85682_0,3.0,
85683_0,2.0,
85684_0,3.0,
85685_0,2.0,
85686_0,2.0,
85687_0,1.0,
85688_0,2.0,
85689_0,2.0,
85690_0,2.0,
85691_0,1.0,
85692_0,3.0,
85693_0,2.0,
85694_0,2.0,
85695_0,1.0,
85696_0,2.0,
85697_0,1.0,
85698_0,2.0,
85699_0,1.0,
85700_0,2.0,
85701_0,1.0,
85702_0,2.0,
85703_0,1.0,
85704_0,2.0,
85705_0,2.0,
85706_0,1.0,
85707_0,1.0,
85708_0,2.0,
85709_0,1.0,
85710_0,3.0,
85711_0,2.0,
85712_0,2.0,
85713_0,2.0,
85714_0,2.0,
85715_0,2.0,
85716_0,3.0,
85717_0,2.0,
85718_0,2.0,
85719_0,2.0,
85720_0,2.0,
85721_0,1.0,
85722_0,2.0,
85723_0,2.0,
85724_0,1.0,
85725_0,1.0,
85726_0,2.0,
85727_0,2.0,
85728_0,2.0,
85729_0,2.0,
85730_0,3.0,
85731_0,2.0,
85732_0,3.0,
85733_0,2.0,
85734_0,2.0,
85735_0,2.0,
85736_0,2.0,
85737_0,2.0,
85738_0,3.0,
85739_0,1.0,
85740_0,3.0,
85741_0,2.0,
85742_0,1.0,
85743_0,2.0,
85744_0,2.0,
85745_0,1.0,
85746_0,3.0,
85747_0,2.0,
85748_0,2.0,
85749_0,2.0,
85750_0,2.0,
85751_0,2.0,
85752_0,1.0,
85753_0,2.0,
85754_0,3.0,
85755_0,2.0,
85756_0,2.0,
85757_0,1.0,
85758_0,2.0,
85759_0,2.0,
85760_0,2.0,
85761_0,2.0,
85762_0,2.0,
85763_0,1.0,
85764_0,2.0,
85765_0,2.0,
85766_0,2.0,
85767_0,1.0,
85768_0,2.0,
85769_0,2.0,
85770_0,2.0,
85771_0,2.0,
85772_0,1.0,
85773_0,1.0,
85774_0,1.0,
85775_0,2.0,
85776_0,2.0,
85777_0,3.0,
85778_0,1.0,
85779_0,2.0,
85780_0,2.0,
85781_0,1.0,
85782_0,1.0,
85783_0,2.0,
85784_0,3.0,
85785_0,1.0,
85786_0,1.0,
85787_0,2.0,
85788_0,3.0,
85789_0,2.0,
85790_0,2.0,
85791_0,1.0,
85792_0,2.0,
85793_0,1.0,
85794_0,2.0,
85795_0,2.0,
85796_0,1.0,
85797_0,1.0,
85798_0,2.0,
85799_0,1.0,
85800_0,1.0,
85801_0,2.0,
85802_0,1.0,
85803_0,2.0,
85804_0,2.0,
85805_0,2.0,
85806_0,1.0,
85807_0,1.0,
85808_0,2.0,
85809_0,1.0,
85810_0,1.0,
85811_0,2.0,
85812_0,2.0,
85813_0,2.0,
85814_0,2.0,
85815_0,2.0,
85816_0,1.0,
85817_0,1.0,
85818_0,2.0,
85819_0,2.0,
85820_0,1.0,
85821_0,1.0,
85822_0,2.0,
85823_0,2.0,
85824_0,1.0,
85825_0,2.0,
85826_0,2.0,
85827_0,3.0,
85828_0,2.0,
85829_0,1.0,
85830_0,2.0,
85831_0,2.0,
85832_0,2.0,
85833_0,2.0,
85834_0,2.0,
85835_0,1.0,
85836_0,2.0,
85837_0,2.0,
85838_0,2.0,
85839_0,2.0,
85840_0,2.0,
85841_0,2.0,
85842_0,3.0,
85843_0,2.0,
85844_0,2.0,
85845_0,2.0,
85846_0,2.0,
85847_0,2.0,
85848_0,2.0,
85849_0,2.0,
85850_0,1.0,
85851_0,3.0,
85852_0,2.0,
85853_0,2.0,
85854_0,2.0,
85855_0,1.0,
85856_0,3.0,
85857_0,2.0,
85858_0,2.0,
85859_0,2.0,
85860_0,3.0,
85861_0,1.0,
85862_0,2.0,
85863_0,1.0,
85864_0,1.0,
85865_0,2.0,
85866_0,2.0,
85867_0,1.0,
85868_0,3.0,
85869_0,2.0,
85870_0,2.0,
85871_0,1.0,
85872_0,1.0,
85873_0,2.0,
85874_0,1.0,
85875_0,2.0,
85876_0,2.0,
85877_0,1.0,
85878_0,2.0,
85879_0,2.0,
85880_0,1.0,
85881_0,3.0,
85882_0,2.0,
85883_0,1.0,
85884_0,2.0,
85885_0,3.0,
85886_0,2.0,
85887_0,2.0,
85888_0,2.0,
85889_0,1.0,
85890_0,2.0,
85891_0,1.0,
85892_0,2.0,
85893_0,2.0,
85894_0,2.0,
85895_0,3.0,
85896_0,2.0,
85897_0,2.0,
85898_0,2.0,
85899_0,1.0,
85900_0,2.0,
85901_0,1.0,
85902_0,2.0,
85903_0,2.0,
85904_0,1.0,
85905_0,2.0,
85906_0,2.0,
85907_0,2.0,
85908_0,2.0,
85909_0,2.0,
85910_0,1.0,
85911_0,1.0,
85912_0,2.0,
85913_0,2.0,
85914_0,2.0,
85915_0,1.0,
85916_0,2.0,
85917_0,1.0,
85918_0,2.0,
85919_0,1.0,
85920_0,1.0,
85921_0,1.0,
85922_0,2.0,
85923_0,2.0,
85924_0,1.0,
85925_0,1.0,
85926_0,1.0,
85927_0,2.0,
85928_0,2.0,
85929_0,2.0,
85930_0,2.0,
85931_0,2.0,
85932_0,1.0,
85933_0,2.0,
85934_0,2.0,
85935_0,2.0,
85936_0,1.0,
85937_0,2.0,
85938_0,1.0,
85939_0,3.0,
85940_0,1.0,
85941_0,1.0,
85942_0,1.0,
85943_0,1.0,
85944_0,2.0,
85945_0,2.0,
85946_0,2.0,
85947_0,1.0,
85948_0,2.0,
85949_0,2.0,
85950_0,1.0,
85951_0,3.0,
85952_0,1.0,
85953_0,2.0,
85954_0,2.0,
85955_0,2.0,
85956_0,2.0,
85957_0,1.0,
85958_0,2.0,
85959_0,2.0,
85960_0,2.0,
85961_0,2.0,
85962_0,1.0,
85963_0,1.0,
85964_0,3.0,
85965_0,3.0,
85966_0,2.0,
85967_0,2.0,
85968_0,2.0,
85969_0,3.0,
85970_0,2.0,
85971_0,2.0,
85972_0,1.0,
85973_0,1.0,
85974_0,2.0,
85975_0,1.0,
85976_0,2.0,
85977_0,2.0,
85978_0,2.0,
85979_0,2.0,
85980_0,2.0,
85981_0,2.0,
85982_0,2.0,
85983_0,2.0,
85984_0,2.0,
85985_0,1.0,
85986_0,1.0,
85987_0,2.0,
85988_0,2.0,
85989_0,2.0,
85990_0,2.0,
85991_0,3.0,
85992_0,2.0,
85993_0,2.0,
85994_0,2.0,
85995_0,2.0,
85996_0,3.0,
85997_0,2.0,
85998_0,1.0,
85999_0,2.0,
86000_0,1.0,
86001_0,2.0,
86002_0,2.0,
86003_0,2.0,
86004_0,2.0,
86005_0,2.0,
86006_0,2.0,
86007_0,2.0,
86008_0,1.0,
86009_0,2.0,
86010_0,2.0,
86011_0,1.0,
86012_0,2.0,
86013_0,2.0,
86014_0,1.0,
86015_0,1.0,
86016_0,2.0,
86017_0,2.0,
86018_0,1.0,
86019_0,2.0,
86020_0,2.0,
86021_0,1.0,
86022_0,2.0,
86023_0,2.0,
86024_0,2.0,
86025_0,1.0,
86026_0,2.0,
86027_0,2.0,
86028_0,3.0,
86029_0,1.0,
86030_0,3.0,
86031_0,2.0,
86032_0,2.0,
86033_0,2.0,
86034_0,2.0,
86035_0,1.0,
86036_0,1.0,
86037_0,2.0,
86038_0,2.0,
86039_0,3.0,
86040_0,2.0,
86041_0,1.0,
86042_0,1.0,
86043_0,2.0,
86044_0,1.0,
86045_0,3.0,
86046_0,2.0,
86047_0,2.0,
86048_0,2.0,
86049_0,2.0,
86050_0,1.0,
86051_0,2.0,
86052_0,2.0,
86053_0,1.0,
86054_0,2.0,
86055_0,3.0,
86056_0,2.0,
86057_0,2.0,
86058_0,2.0,
86059_0,2.0,
86060_0,3.0,
86061_0,2.0,
86062_0,2.0,
86063_0,3.0,
86064_0,1.0,
86065_0,2.0,
86066_0,1.0,
86067_0,3.0,
86068_0,2.0,
86069_0,1.0,
86070_0,3.0,
86071_0,1.0,
86072_0,2.0,
86073_0,2.0,
86074_0,2.0,
86075_0,3.0,
86076_0,2.0,
86077_0,1.0,
86078_0,1.0,
86079_0,2.0,
86080_0,2.0,
86081_0,2.0,
86082_0,2.0,
86083_0,2.0,
86084_0,2.0,
86085_0,2.0,
86086_0,1.0,
86087_0,1.0,
86088_0,3.0,
86089_0,2.0,
86090_0,1.0,
86091_0,1.0,
86092_0,2.0,
86093_0,1.0,
86094_0,2.0,
86095_0,1.0,
86096_0,3.0,
86097_0,1.0,
86098_0,2.0,
86099_0,2.0,
86100_0,2.0,
86101_0,1.0,
86102_0,2.0,
86103_0,2.0,
86104_0,1.0,
86105_0,2.0,
86106_0,2.0,
86107_0,2.0,
86108_0,2.0,
86109_0,2.0,
86110_0,2.0,
86111_0,1.0,
86112_0,2.0,
86113_0,2.0,
86114_0,2.0,
86115_0,2.0,
86116_0,2.0,
86117_0,1.0,
86118_0,1.0,
86119_0,1.0,
86120_0,2.0,
86121_0,1.0,
86122_0,2.0,
86123_0,1.0,
86124_0,2.0,
86125_0,1.0,
86126_0,1.0,
86127_0,1.0,
86128_0,2.0,
86129_0,2.0,
86130_0,2.0,
86131_0,2.0,
86132_0,2.0,
86133_0,2.0,
86134_0,1.0,
86135_0,2.0,
86136_0,1.0,
86137_0,2.0,
86138_0,2.0,
86139_0,1.0,
86140_0,2.0,
86141_0,1.0,
86142_0,1.0,
86143_0,1.0,
86144_0,2.0,
86145_0,2.0,
86146_0,2.0,
86147_0,3.0,
86148_0,2.0,
86149_0,2.0,
86150_0,1.0,
86151_0,2.0,
86152_0,2.0,
86153_0,2.0,
86154_0,2.0,
86155_0,2.0,
86156_0,2.0,
86157_0,3.0,
86158_0,2.0,
86159_0,2.0,
86160_0,2.0,
86161_0,2.0,
86162_0,2.0,
86163_0,2.0,
86164_0,2.0,
86165_0,2.0,
86166_0,2.0,
86167_0,2.0,
86168_0,1.0,
86169_0,1.0,
86170_0,2.0,
86171_0,1.0,
86172_0,2.0,
86173_0,2.0,
86174_0,2.0,
86175_0,1.0,
86176_0,1.0,
86177_0,1.0,
86178_0,1.0,
86179_0,1.0,
86180_0,1.0,
86181_0,1.0,
86182_0,2.0,
86183_0,2.0,
86184_0,1.0,
86185_0,1.0,
86186_0,2.0,
86187_0,1.0,
86188_0,1.0,
86189_0,1.0,
86190_0,3.0,
86191_0,1.0,
86192_0,2.0,
86193_0,2.0,
86194_0,2.0,
86195_0,1.0,
86196_0,3.0,
86197_0,1.0,
86198_0,1.0,
86199_0,1.0,
86200_0,2.0,
86201_0,2.0,
86202_0,2.0,
86203_0,1.0,
86204_0,2.0,
86205_0,1.0,
86206_0,2.0,
86207_0,2.0,
86208_0,1.0,
86209_0,2.0,
86210_0,2.0,
86211_0,2.0,
86212_0,1.0,
86213_0,1.0,
86214_0,2.0,
86215_0,2.0,
86216_0,2.0,
86217_0,2.0,
86218_0,1.0,
86219_0,2.0,
86220_0,2.0,
86221_0,1.0,
86222_0,2.0,
86223_0,2.0,
86224_0,3.0,
86225_0,2.0,
86226_0,1.0,
86227_0,2.0,
86228_0,2.0,
86229_0,1.0,
86230_0,2.0,
86231_0,2.0,
86232_0,2.0,
86233_0,2.0,
86234_0,2.0,
86235_0,3.0,
86236_0,2.0,
86237_0,1.0,
86238_0,2.0,
86239_0,1.0,
86240_0,2.0,
86241_0,2.0,
86242_0,2.0,
86243_0,2.0,
86244_0,2.0,
86245_0,1.0,
86246_0,1.0,
86247_0,2.0,
86248_0,1.0,
86249_0,1.0,
86250_0,2.0,
86251_0,3.0,
86252_0,2.0,
86253_0,2.0,
86254_0,2.0,
86255_0,1.0,
86256_0,2.0,
86257_0,2.0,
86258_0,3.0,
86259_0,1.0,
86260_0,2.0,
86261_0,1.0,
86262_0,2.0,
86263_0,2.0,
86264_0,1.0,
86265_0,1.0,
86266_0,2.0,
86267_0,2.0,
86268_0,1.0,
86269_0,1.0,
86270_0,3.0,
86271_0,2.0,
86272_0,1.0,
86273_0,3.0,
86274_0,1.0,
86275_0,1.0,
86276_0,1.0,
86277_0,2.0,
86278_0,1.0,
86279_0,2.0,
86280_0,1.0,
86281_0,2.0,
86282_0,1.0,
86283_0,2.0,
86284_0,2.0,
86285_0,2.0,
86286_0,2.0,
86287_0,1.0,
86288_0,1.0,
86289_0,1.0,
86290_0,2.0,
86291_0,2.0,
86292_0,2.0,
86293_0,1.0,
86294_0,2.0,
86295_0,2.0,
86296_0,2.0,
86297_0,2.0,
86298_0,2.0,
86299_0,2.0,
86300_0,2.0,
86301_0,1.0,
86302_0,2.0,
86303_0,3.0,
86304_0,2.0,
86305_0,1.0,
86306_0,2.0,
86307_0,1.0,
86308_0,2.0,
86309_0,2.0,
86310_0,1.0,
86311_0,2.0,
86312_0,3.0,
86313_0,2.0,
86314_0,2.0,
86315_0,2.0,
86316_0,2.0,
86317_0,1.0,
86318_0,2.0,
86319_0,2.0,
86320_0,2.0,
86321_0,2.0,
86322_0,1.0,
86323_0,2.0,
86324_0,1.0,
86325_0,1.0,
86326_0,2.0,
86327_0,1.0,
86328_0,2.0,
86329_0,1.0,
86330_0,2.0,
86331_0,2.0,
86332_0,2.0,
86333_0,2.0,
86334_0,2.0,
86335_0,2.0,
86336_0,2.0,
86337_0,2.0,
86338_0,2.0,
86339_0,1.0,
86340_0,1.0,
86341_0,2.0,
86342_0,3.0,
86343_0,2.0,
86344_0,3.0,
86345_0,1.0,
86346_0,1.0,
86347_0,3.0,
86348_0,2.0,
86349_0,1.0,
86350_0,1.0,
86351_0,2.0,
86352_0,2.0,
86353_0,1.0,
86354_0,2.0,
86355_0,2.0,
86356_0,2.0,
86357_0,2.0,
86358_0,2.0,
86359_0,2.0,
86360_0,1.0,
86361_0,3.0,
86362_0,2.0,
86363_0,2.0,
86364_0,2.0,
86365_0,2.0,
86366_0,2.0,
86367_0,2.0,
86368_0,3.0,
86369_0,2.0,
86370_0,2.0,
86371_0,3.0,
86372_0,2.0,
86373_0,2.0,
86374_0,2.0,
86375_0,1.0,
86376_0,3.0,
86377_0,1.0,
86378_0,1.0,
86379_0,2.0,
86380_0,1.0,
86381_0,3.0,
86382_0,1.0,
86383_0,2.0,
86384_0,2.0,
86385_0,1.0,
86386_0,2.0,
86387_0,1.0,
86388_0,2.0,
86389_0,1.0,
86390_0,2.0,
86391_0,1.0,
86392_0,2.0,
86393_0,2.0,
86394_0,1.0,
86395_0,3.0,
86396_0,1.0,
86397_0,2.0,
86398_0,1.0,
86399_0,2.0,
86400_0,2.0,
86401_0,1.0,
86402_0,2.0,
86403_0,2.0,
86404_0,2.0,
86405_0,2.0,
86406_0,2.0,
86407_0,2.0,
86408_0,2.0,
86409_0,2.0,
86410_0,1.0,
86411_0,2.0,
86412_0,2.0,
86413_0,1.0,
86414_0,1.0,
86415_0,2.0,
86416_0,2.0,
86417_0,2.0,
86418_0,2.0,
86419_0,2.0,
86420_0,2.0,
86421_0,2.0,
86422_0,2.0,
86423_0,3.0,
86424_0,2.0,
86425_0,2.0,
86426_0,2.0,
86427_0,2.0,
86428_0,1.0,
86429_0,3.0,
86430_0,2.0,
86431_0,1.0,
86432_0,2.0,
86433_0,2.0,
86434_0,1.0,
86435_0,1.0,
86436_0,2.0,
86437_0,1.0,
86438_0,2.0,
86439_0,2.0,
86440_0,3.0,
86441_0,1.0,
86442_0,2.0,
86443_0,2.0,
86444_0,2.0,
86445_0,2.0,
86446_0,2.0,
86447_0,2.0,
86448_0,2.0,
86449_0,2.0,
86450_0,2.0,
86451_0,2.0,
86452_0,1.0,
86453_0,3.0,
86454_0,2.0,
86455_0,1.0,
86456_0,3.0,
86457_0,2.0,
86458_0,3.0,
86459_0,1.0,
86460_0,2.0,
86461_0,1.0,
86462_0,2.0,
86463_0,3.0,
86464_0,1.0,
86465_0,2.0,
86466_0,1.0,
86467_0,1.0,
86468_0,2.0,
86469_0,2.0,
86470_0,2.0,
86471_0,3.0,
86472_0,2.0,
86473_0,2.0,
86474_0,2.0,
86475_0,3.0,
86476_0,2.0,
86477_0,2.0,
86478_0,2.0,
86479_0,1.0,
86480_0,2.0,
86481_0,1.0,
86482_0,2.0,
86483_0,2.0,
86484_0,1.0,
86485_0,2.0,
86486_0,2.0,
86487_0,1.0,
86488_0,1.0,
86489_0,2.0,
86490_0,2.0,
86491_0,1.0,
86492_0,2.0,
86493_0,3.0,
86494_0,1.0,
86495_0,2.0,
86496_0,2.0,
86497_0,1.0,
86498_0,1.0,
86499_0,3.0,
86500_0,1.0,
86501_0,2.0,
86502_0,1.0,
86503_0,2.0,
86504_0,2.0,
86505_0,2.0,
86506_0,2.0,
86507_0,2.0,
86508_0,2.0,
86509_0,2.0,
86510_0,2.0,
86511_0,2.0,
86512_0,2.0,
86513_0,2.0,
86514_0,1.0,
86515_0,1.0,
86516_0,1.0,
86517_0,1.0,
86518_0,2.0,
86519_0,1.0,
86520_0,2.0,
86521_0,1.0,
86522_0,2.0,
86523_0,2.0,
86524_0,1.0,
86525_0,2.0,
86526_0,2.0,
86527_0,1.0,
86528_0,2.0,
86529_0,2.0,
86530_0,3.0,
86531_0,2.0,
86532_0,1.0,
86533_0,2.0,
86534_0,3.0,
86535_0,1.0,
86536_0,1.0,
86537_0,2.0,
86538_0,2.0,
86539_0,1.0,
86540_0,1.0,
86541_0,1.0,
86542_0,1.0,
86543_0,1.0,
86544_0,1.0,
86545_0,2.0,
86546_0,2.0,
86547_0,1.0,
86548_0,2.0,
86549_0,2.0,
86550_0,2.0,
86551_0,3.0,
86552_0,1.0,
86553_0,2.0,
86554_0,1.0,
86555_0,2.0,
86556_0,2.0,
86557_0,2.0,
86558_0,2.0,
86559_0,1.0,
86560_0,1.0,
86561_0,2.0,
86562_0,3.0,
86563_0,2.0,
86564_0,2.0,
86565_0,2.0,
86566_0,2.0,
86567_0,2.0,
86568_0,2.0,
86569_0,2.0,
86570_0,2.0,
86571_0,1.0,
86572_0,1.0,
86573_0,2.0,
86574_0,1.0,
86575_0,2.0,
86576_0,2.0,
86577_0,2.0,
86578_0,1.0,
86579_0,1.0,
86580_0,2.0,
86581_0,1.0,
86582_0,3.0,
86583_0,1.0,
86584_0,2.0,
86585_0,2.0,
86586_0,1.0,
86587_0,2.0,
86588_0,1.0,
86589_0,2.0,
86590_0,2.0,
86591_0,2.0,
86592_0,1.0,
86593_0,1.0,
86594_0,2.0,
86595_0,2.0,
86596_0,2.0,
86597_0,2.0,
86598_0,1.0,
86599_0,2.0,
86600_0,2.0,
86601_0,2.0,
86602_0,2.0,
86603_0,2.0,
86604_0,1.0,
86605_0,3.0,
86606_0,2.0,
86607_0,1.0,
86608_0,2.0,
86609_0,2.0,
86610_0,2.0,
86611_0,1.0,
86612_0,2.0,
86613_0,3.0,
86614_0,1.0,
86615_0,2.0,
86616_0,2.0,
86617_0,2.0,
86618_0,2.0,
86619_0,2.0,
86620_0,1.0,
86621_0,1.0,
86622_0,2.0,
86623_0,1.0,
86624_0,2.0,
86625_0,1.0,
86626_0,2.0,
86627_0,1.0,
86628_0,1.0,
86629_0,2.0,
86630_0,2.0,
86631_0,2.0,
86632_0,2.0,
86633_0,2.0,
86634_0,2.0,
86635_0,1.0,
86636_0,2.0,
86637_0,2.0,
86638_0,1.0,
86639_0,1.0,
86640_0,2.0,
86641_0,1.0,
