system:index,gHM,.geo
42132_0,0.93374485,
42133_0,0.3197248,
42134_0,0.20669176,
42135_0,0.013959143,
42136_0,0.3846925,
42137_0,0.037403304,
42138_0,0.30176184,
42139_0,5.8741757E-4,
42140_0,0.7972862,
42141_0,0.09577218,
42142_0,0.0,
42143_0,2.3913209E-4,
42144_0,0.41108084,
42145_0,0.35413238,
42147_0,0.88820267,
42148_0,0.49237475,
42149_0,0.5478629,
42150_0,0.04654037,
42151_0,0.0,
42152_0,0.0015575225,
42154_0,0.07897078,
42155_0,0.0022853843,
42156_0,0.0013325282,
42157_0,0.6279529,
42158_0,0.03198901,
42159_0,0.02786519,
42160_0,0.074904025,
42161_0,0.0026831627,
42162_0,0.22978377,
42163_0,0.0,
42164_0,0.5649208,
42165_0,0.11316635,
42167_0,0.28543583,
42168_0,0.07122973,
42169_0,0.36320734,
42170_0,0.34304944,
42171_0,0.076671205,
42172_0,0.23147225,
42173_0,0.011625518,
42175_0,0.056833945,
42176_0,0.065860964,
42177_0,0.041100208,
42178_0,0.095965415,
42179_0,0.0027633023,
42180_0,0.86772984,
42181_0,0.015270124,
42182_0,0.033614118,
42183_0,0.058852814,
42184_0,0.3638234,
42185_0,0.01202844,
42186_0,0.29467303,
42187_0,0.030143736,
42188_0,0.0,
42189_0,0.10703315,
42191_0,0.10052607,
42192_0,0.022823349,
42193_0,0.32187015,
42195_0,0.11535305,
42196_0,0.14608096,
42197_0,0.026068216,
42198_0,0.0026831627,
42199_0,0.60412806,
42200_0,0.0,
42201_0,0.0016359325,
42202_0,2.2373509E-4,
42203_0,0.0,
42204_0,0.37514326,
42205_0,0.08564425,
42206_0,0.2909752,
42207_0,0.00900567,
42208_0,0.17310487,
42209_0,0.015187214,
42211_0,0.35475767,
42212_0,0.8208062,
42213_0,0.046165552,
42214_0,0.0037060191,
42215_0,0.18192369,
42216_0,0.06445469,
42217_0,0.12346037,
42218_0,0.056442555,
42219_0,0.30779165,
42220_0,0.4812029,
42222_0,0.054157622,
42223_0,0.076278254,
42224_0,0.08295836,
42225_0,0.0924869,
42226_0,0.3663009,
42227_0,8.079078E-4,
42228_0,0.09079757,
42230_0,0.08539581,
42231_0,0.07792204,
42232_0,0.9643755,
42233_0,0.18695612,
42234_0,0.0,
42235_0,0.51460534,
42236_0,0.033666894,
42237_0,0.2726801,
42238_0,0.002440724,
42239_0,0.05950006,
42240_0,0.25792608,
42242_0,0.20816837,
42243_0,0.2814321,
42244_0,0.077273086,
42245_0,0.3415255,
42246_0,0.0842082,
42248_0,0.14095354,
42249_0,0.020814633,
42250_0,0.6042017,
42251_0,0.055410307,
42252_0,0.038290195,
42253_0,0.4156194,
42254_0,0.0,
42255_0,0.14667703,
42256_0,0.050232925,
42257_0,0.07893349,
42258_0,0.20361045,
42259_0,0.04862104,
42260_0,0.07291292,
42261_0,0.38464433,
42262_0,0.25009865,
42264_0,0.0,
42265_0,0.034885455,
42266_0,0.03293077,
42267_0,0.115153335,
42269_0,0.06408162,
42271_0,0.3691328,
42272_0,0.016703503,
42273_0,0.3196195,
42274_0,0.0,
42275_0,0.13606982,
42276_0,0.24713242,
42277_0,0.6379009,
42278_0,0.111716904,
42279_0,0.0010521325,
42280_0,0.076385684,
42281_0,0.056616366,
42282_0,0.27168575,
42283_0,0.0045754258,
42284_0,0.13138093,
42285_0,0.09744856,
42286_0,0.05779416,
42287_0,0.84505713,
42288_0,0.02351959,
42289_0,5.094202E-4,
42290_0,0.6820329,
42291_0,0.46479735,
42293_0,0.07715549,
42294_0,0.030598605,
42295_0,0.023979621,
42296_0,0.16516088,
42297_0,0.027543766,
42298_0,0.10844282,
42299_0,0.011267571,
42300_0,0.074641615,
42301_0,0.024585638,
42302_0,0.032853775,
42304_0,0.00600479,
42305_0,0.0067411126,
42306_0,0.22527213,
42308_0,0.059042472,
42309_0,0.0,
42310_0,0.03863162,
42311_0,0.0044886298,
42312_0,0.016521292,
42313_0,0.03244773,
42314_0,0.047655333,
42315_0,0.6395005,
42316_0,0.001311998,
42317_0,0.039477915,
42318_0,0.20724483,
42319_0,0.16610964,
42320_0,0.0,
42321_0,0.09710971,
42322_0,0.040605217,
42323_0,0.03577681,
42324_0,0.10636084,
42325_0,0.01498567,
42327_0,0.0,
42328_0,0.06735135,
42329_0,0.062406536,
42330_0,0.14159314,
42331_0,0.72565293,
42332_0,0.03873951,
42333_0,0.037247043,
42334_0,0.14899266,
42335_0,0.0,
42336_0,0.017631697,
42337_0,0.39593518,
42338_0,0.5490819,
42339_0,0.1889974,
42340_0,0.048287623,
42342_0,0.86332595,
42343_0,0.22935265,
42345_0,0.008522505,
42346_0,0.0737407,
42347_0,0.0028017915,
42348_0,0.17586003,
42349_0,0.43646935,
42350_0,0.0025063355,
42351_0,0.7154869,
42352_0,0.06841071,
42353_0,0.52925164,
42354_0,1.8073857E-4,
42355_0,0.08275528,
42356_0,0.0027365885,
42357_0,0.010936161,
42358_0,0.016163044,
42359_0,0.39412215,
42360_0,0.112193614,
42361_0,0.0,
42362_0,0.099521875,
42363_0,0.40648118,
42364_0,0.17131841,
42365_0,0.058459196,
42366_0,0.16685623,
42367_0,3.3779218E-4,
42368_0,0.23233812,
42369_0,0.92655146,
42370_0,0.01515294,
42371_0,0.19471122,
42372_0,0.187378,
42373_0,0.037144177,
42374_0,0.030026278,
42375_0,0.112672016,
42376_0,0.64382553,
42377_0,0.20358904,
42378_0,0.0090375785,
42379_0,0.046737675,
42380_0,0.07674556,
42381_0,0.42998612,
42382_0,0.85145223,
42383_0,0.35323405,
42385_0,0.27356324,
42386_0,0.28088382,
42387_0,0.0,
42388_0,0.07017575,
42389_0,0.018114554,
42390_0,0.0,
42392_0,0.17646682,
42393_0,0.9358611,
42394_0,0.25187987,
42395_0,0.0010561675,
42396_0,6.3494923E-7,
42397_0,0.004299675,
42398_0,0.090247795,
42399_0,0.06803895,
42401_0,0.0,
42402_0,0.087382264,
42403_0,0.12455833,
42404_0,0.039558105,
42405_0,0.06553588,
42406_0,0.017003182,
42407_0,0.44811946,
42408_0,0.0054478133,
42409_0,0.028499918,
42410_0,0.07621561,
42411_0,0.0036242807,
42412_0,0.038362198,
42413_0,0.020569652,
42414_0,0.16360958,
42415_0,0.33319914,
42416_0,0.0026831627,
42417_0,0.5099724,
42418_0,0.0,
42419_0,0.28884336,
42420_0,0.758677,
42421_0,0.003938131,
42422_0,0.014821242,
42423_0,0.86104804,
42424_0,0.44536215,
42425_0,0.033630524,
42426_0,0.07906655,
42427_0,0.1384662,
42428_0,7.880507E-4,
42429_0,0.02868642,
42430_0,0.02266678,
42431_0,0.05890579,
42432_0,0.0,
42433_0,0.07449046,
42434_0,0.02151532,
42435_0,0.0,
42436_0,0.16626959,
42437_0,0.3906509,
42440_0,0.07701685,
42441_0,0.053462874,
42442_0,0.07664243,
42443_0,0.7439957,
42444_0,0.1464273,
42445_0,7.311046E-5,
42446_0,0.017332403,
42448_0,0.06105924,
42449_0,0.12928669,
42450_0,0.08573936,
42451_0,0.0,
42452_0,0.08451829,
42453_0,3.854158E-4,
42454_0,0.9362976,
42455_0,0.5739499,
42456_0,0.48903483,
42457_0,0.16735084,
42458_0,0.010737176,
42460_0,0.21476626,
42461_0,0.07927806,
42462_0,0.04073418,
42463_0,0.73656505,
42464_0,0.02853604,
42465_0,0.070969604,
42466_0,0.054504246,
42467_0,0.09636519,
42468_0,0.009168053,
42469_0,0.48209634,
42470_0,0.34700897,
42471_0,0.43721107,
42472_0,0.7226234,
42473_0,0.5711167,
42474_0,0.037884094,
42475_0,0.07544565,
42476_0,0.02755716,
42477_0,0.067787744,
42478_0,0.31515178,
42479_0,2.4240332E-4,
42480_0,0.53903097,
42481_0,0.03608889,
42482_0,2.5638004E-4,
42483_0,0.15534188,
42484_0,0.049694553,
42485_0,0.06687336,
42486_0,0.20724453,
42487_0,0.07799127,
42488_0,0.2167361,
42489_0,0.3452647,
42490_0,0.73250085,
42491_0,0.54669267,
42492_0,0.027471311,
42493_0,0.05483847,
42494_0,0.023683513,
42496_0,0.2694197,
42497_0,0.13631222,
42498_0,0.109121606,
42499_0,0.059304353,
42500_0,0.024984922,
42501_0,0.09409066,
42502_0,0.06972943,
42503_0,0.035762798,
42504_0,0.12360915,
42505_0,0.026117757,
42506_0,0.02923715,
42507_0,0.23217863,
42509_0,0.61791223,
42510_0,0.42841402,
42511_0,0.024446767,
42513_0,0.212586,
42514_0,0.24909319,
42515_0,0.024164,
42516_0,0.32532588,
42517_0,0.045687385,
42518_0,0.049723793,
42519_0,0.9367069,
42520_0,0.30899456,
42521_0,0.019901406,
42522_0,0.049177743,
42523_0,0.06439386,
42524_0,0.1450697,
42525_0,0.4797663,
42526_0,0.025326855,
42527_0,0.03370531,
42528_0,0.44129792,
42529_0,0.055551503,
42530_0,0.031012515,
42531_0,0.06910545,
42532_0,0.05543772,
42533_0,0.5617074,
42534_0,0.035479154,
42535_0,0.08311379,
42536_0,0.17303716,
42537_0,0.0270943,
42538_0,0.62328005,
42539_0,0.002585741,
42540_0,0.104934424,
42541_0,0.015242028,
42542_0,0.083311565,
42543_0,0.0,
42544_0,0.15568711,
42545_0,0.0011393038,
42546_0,0.033442244,
42547_0,0.022206469,
42548_0,0.48531094,
42549_0,0.35428792,
42551_0,0.304271,
42552_0,0.13290276,
42554_0,0.027234046,
42555_0,0.21293777,
42556_0,0.0,
42558_0,0.21173047,
42559_0,0.5177015,
42560_0,0.36575428,
42561_0,0.34526402,
42562_0,0.56852007,
42563_0,0.08264726,
42564_0,0.12914439,
42566_0,0.1963097,
42567_0,0.07538065,
42568_0,0.19014886,
42569_0,0.0022945653,
42570_0,0.019185003,
42571_0,0.093004026,
42572_0,0.0774971,
42573_0,0.054997105,
42574_0,0.59361565,
42575_0,0.027585967,
42576_0,0.04998612,
42577_0,0.9371221,
42578_0,0.020112183,
42579_0,0.26721022,
42580_0,0.02846415,
42581_0,0.050240308,
42582_0,0.0028996954,
42583_0,0.032977797,
42584_0,0.34801945,
42586_0,0.0013330226,
42587_0,0.17576146,
42588_0,0.28390998,
42589_0,0.0,
42590_0,0.5977673,
42591_0,0.018903311,
42592_0,0.18841025,
42593_0,3.3779218E-4,
42594_0,3.23522E-4,
42595_0,0.30646506,
42597_0,0.010209599,
42598_0,0.08376954,
42599_0,0.34996277,
42602_0,0.09466704,
42603_0,0.5268019,
42605_0,0.938257,
42606_0,0.13602555,
42607_0,0.09475602,
42608_0,0.068951875,
42609_0,0.07417853,
42611_0,0.00718512,
42612_0,0.55689245,
42613_0,0.7032217,
42614_0,0.023736108,
42615_0,1.5748748E-4,
42616_0,0.9373761,
42617_0,0.004658663,
42618_0,0.42953876,
42619_0,0.39280373,
42620_0,0.0017139238,
42621_0,0.4547272,
42622_0,0.061680406,
42624_0,4.188831E-4,
42625_0,0.5039566,
42626_0,0.5831749,
42627_0,2.9376367E-4,
42628_0,0.0,
42629_0,4.1195028E-5,
42630_0,0.0,
42632_0,0.16165866,
42633_0,0.0854172,
42637_0,0.40998143,
42638_0,0.024730531,
42639_0,0.0,
42640_0,0.009824405,
42641_0,0.01589483,
42642_0,0.019229515,
42643_0,0.8996093,
42644_0,0.00706451,
42645_0,0.057383057,
42646_0,0.018472722,
42647_0,0.19745336,
42648_0,0.0066052587,
42649_0,0.0,
42650_0,0.0,
42651_0,0.037234657,
42652_0,0.04915497,
42653_0,0.2727662,
42654_0,0.53994757,
42655_0,0.1916007,
42656_0,0.05245439,
42657_0,0.11655101,
42658_0,8.7320025E-4,
42659_0,0.1704703,
42660_0,0.28759012,
42661_0,0.030240845,
42662_0,0.06319451,
42663_0,0.17446159,
42664_0,0.015096936,
42666_0,0.32691357,
42668_0,0.6461345,
42669_0,0.046598878,
42670_0,0.46304926,
42671_0,0.019957703,
42672_0,0.31459442,
42673_0,0.19967845,
42674_0,0.006250608,
42675_0,0.069084875,
42676_0,0.23499179,
42677_0,0.022834346,
42678_0,0.30015975,
42679_0,0.0,
42680_0,0.45587894,
42681_0,0.28561884,
42682_0,4.1372527E-4,
42683_0,0.5822309,
42685_0,0.0012859982,
42686_0,0.06092273,
42687_0,0.047805022,
42688_0,0.65928215,
42690_0,0.09037745,
42692_0,0.0,
42693_0,0.0,
42694_0,0.14000031,
42695_0,0.08124153,
42696_0,0.28897142,
42697_0,0.57200795,
42698_0,0.03360384,
42699_0,0.082887754,
42700_0,0.026530145,
42701_0,0.50044835,
42702_0,0.03240886,
42703_0,0.0053151506,
42704_0,0.021411356,
42705_0,0.34247562,
42707_0,0.08226361,
42708_0,1.5234176E-4,
42709_0,0.13799603,
42710_0,0.10263038,
42711_0,0.09243695,
42712_0,0.8206837,
42714_0,0.24114308,
42716_0,0.0175792,
42717_0,0.61629677,
42719_0,0.5139957,
42720_0,0.10079729,
42722_0,0.0,
42723_0,0.09759637,
42724_0,0.026612027,
42726_0,0.016949764,
42727_0,0.28213114,
42728_0,0.19912799,
42729_0,0.05686472,
42730_0,0.2797607,
42731_0,0.035857685,
42732_0,0.7576721,
42733_0,0.037180763,
42734_0,0.24199088,
42735_0,0.28833693,
42736_0,0.064150766,
42737_0,0.08835874,
42738_0,0.12747103,
42739_0,0.041673787,
42740_0,0.26583105,
42741_0,0.030989377,
42742_0,0.05511412,
42743_0,0.28737316,
42744_0,0.72306824,
42745_0,0.10066744,
42746_0,0.065213695,
42747_0,0.07184365,
42748_0,0.029805932,
42749_0,0.3425575,
42750_0,0.05378438,
42751_0,0.1413688,
42752_0,0.050313838,
42753_0,0.012474692,
42754_0,0.1598747,
42755_0,0.57377553,
42756_0,0.0,
42757_0,0.6509908,
42759_0,0.4433675,
42760_0,0.36047006,
42761_0,0.023488872,
42762_0,0.24674945,
42763_0,0.049675062,
42764_0,0.41371888,
42765_0,0.25256684,
42766_0,0.08186667,
42767_0,0.10266091,
42768_0,0.42710063,
42769_0,0.17944887,
42770_0,0.32734683,
42771_0,0.02959703,
42772_0,0.040444914,
42773_0,0.032313585,
42774_0,0.013699887,
42775_0,0.11509281,
42776_0,0.04663151,
42777_0,0.14398462,
42778_0,0.2975562,
42779_0,0.056722917,
42780_0,0.012946687,
42781_0,0.19481327,
42782_0,1.3147856E-4,
42783_0,0.2555021,
42784_0,0.011944522,
42785_0,0.10001049,
42786_0,0.13881522,
42787_0,0.4965367,
42788_0,0.033260312,
42789_0,0.18426341,
42790_0,0.040244084,
42791_0,0.40356013,
42792_0,0.027152728,
42793_0,0.019576216,
42794_0,0.007031306,
42795_0,0.0,
42796_0,0.013377875,
42797_0,0.06845304,
42798_0,0.013771399,
42799_0,0.0,
42800_0,0.033304352,
42801_0,0.24403262,
42802_0,0.04470819,
42803_0,0.061645344,
42804_0,0.12981707,
42805_0,0.0409674,
42806_0,0.2936132,
42808_0,0.21429484,
42811_0,0.92241466,
42812_0,0.13064833,
42813_0,0.034061622,
42814_0,0.08921047,
42815_0,0.07512831,
42816_0,0.026350157,
42817_0,0.0,
42818_0,0.077076726,
42819_0,0.27216893,
42820_0,0.33279487,
42821_0,0.053528164,
42822_0,0.9551207,
42823_0,0.18836793,
42824_0,0.032511935,
42825_0,0.7810535,
42826_0,0.0,
42827_0,0.111915044,
42828_0,0.29039675,
42829_0,0.0,
42830_0,0.86310184,
42831_0,0.0,
42833_0,0.0039730603,
42835_0,4.7595266E-4,
42836_0,0.005057014,
42837_0,0.49440765,
42838_0,0.7072608,
42839_0,0.050089575,
42841_0,0.8077512,
42842_0,0.04009418,
42843_0,0.03269823,
42844_0,0.32332867,
42845_0,0.36975917,
42846_0,0.23754385,
42847_0,0.07803471,
42848_0,0.0016359325,
42849_0,0.5386883,
42850_0,0.2500719,
42851_0,0.37821987,
42852_0,0.09264073,
42853_0,0.23422915,
42854_0,0.60007834,
42855_0,2.1102812E-4,
42856_0,0.10698755,
42857_0,0.0,
42858_0,0.2823047,
42859_0,0.37094274,
42860_0,0.24185772,
42861_0,0.06869101,
42862_0,0.045449283,
42863_0,0.09489209,
42864_0,0.22346765,
42865_0,0.069255434,
42866_0,0.9247172,
42867_0,0.0,
42869_0,0.097352736,
42870_0,0.074745685,
42871_0,0.011752608,
42872_0,0.01431078,
42873_0,0.0021721276,
42874_0,0.021134334,
42875_0,0.030134555,
42876_0,0.0,
42877_0,0.3163284,
42879_0,0.024866493,
42881_0,0.19018538,
42882_0,0.36335182,
42883_0,0.32853553,
42884_0,0.26513097,
42885_0,0.43934664,
42886_0,0.28567323,
42887_0,0.1701788,
42888_0,0.4700939,
42889_0,0.0077683255,
42890_0,0.10402521,
42891_0,0.30811357,
42892_0,0.29686123,
42893_0,0.031980343,
42894_0,0.021468349,
42895_0,0.06313162,
42896_0,0.33365944,
42897_0,0.4262092,
42898_0,0.19844769,
42899_0,0.0,
42900_0,9.471315E-4,
42901_0,0.0080057,
42902_0,0.037099015,
42903_0,0.16633731,
42904_0,0.025027378,
42905_0,0.6867331,
42906_0,0.07857755,
42907_0,0.12417972,
42909_0,0.038464993,
42910_0,0.29572117,
42911_0,0.56393373,
42912_0,0.55295753,
42913_0,0.033264372,
42914_0,0.059117943,
42915_0,3.8890901E-4,
42916_0,0.46571606,
42918_0,0.05445911,
42919_0,0.054303683,
42920_0,5.096067E-4,
42921_0,0.0837906,
42922_0,0.08237536,
42923_0,0.05704621,
42924_0,0.059637073,
42925_0,5.1477855E-5,
42926_0,0.17748657,
42927_0,0.74559903,
42928_0,0.42655867,
42929_0,0.8462672,
42930_0,0.11536716,
42931_0,0.31502903,
42932_0,0.33322203,
42933_0,0.878959,
42934_0,0.06741207,
42935_0,0.8938231,
42936_0,0.019413784,
42937_0,0.036391295,
42938_0,0.031281654,
42939_0,0.43776366,
42940_0,0.004523687,
42941_0,0.013134895,
42942_0,0.29126823,
42943_0,0.003283841,
42944_0,0.5745721,
42945_0,0.57832104,
42946_0,0.40998203,
42947_0,0.070440866,
42948_0,0.02661233,
42949_0,0.13129815,
42950_0,0.19260843,
42951_0,0.088349625,
42952_0,0.18985038,
42953_0,0.0,
42954_0,0.2892784,
42955_0,0.26645964,
42956_0,0.089624755,
42957_0,0.7659304,
42958_0,0.02955844,
42959_0,0.13262005,
42960_0,0.021567456,
42961_0,0.57866913,
42962_0,0.13096608,
42963_0,0.0036242807,
42964_0,0.015226883,
42965_0,0.18564817,
42966_0,0.20631938,
42967_0,0.05260932,
42968_0,0.0048955115,
42969_0,0.017414698,
42970_0,0.007916524,
42971_0,0.13492586,
42972_0,0.094709605,
42973_0,0.14684644,
42974_0,0.6202704,
42975_0,0.11398439,
42976_0,0.67694575,
42977_0,0.048824348,
42978_0,0.8758065,
42979_0,0.2132163,
42980_0,0.0,
42981_0,0.07079252,
42982_0,0.09476267,
42983_0,7.2696875E-4,
42984_0,0.028989887,
42985_0,0.9045325,
42986_0,0.0,
42987_0,0.039034147,
42988_0,0.046666387,
42989_0,0.58490986,
42990_0,0.102956794,
42991_0,0.10251159,
42992_0,0.31889173,
42993_0,0.13762288,
42994_0,0.0244408,
42995_0,0.25822237,
42996_0,0.14689438,
42997_0,0.77354383,
42998_0,0.086669534,
42999_0,0.0,
43000_0,0.039514422,
43001_0,0.081005305,
43002_0,0.102109484,
43003_0,7.640739E-5,
43004_0,0.05965931,
43005_0,1.02279984E-4,
43006_0,0.90774107,
43007_0,0.1148217,
43008_0,0.042096633,
43009_0,0.20162517,
43010_0,0.03667436,
43011_0,0.033978872,
43013_0,0.0,
43014_0,0.02099591,
43015_0,0.019242551,
43016_0,0.4860537,
43018_0,0.28505564,
43019_0,0.059932683,
43020_0,0.314807,
43021_0,0.40493175,
43022_0,0.033465814,
43023_0,0.47601753,
43024_0,0.52763546,
43025_0,2.9376367E-4,
43026_0,0.075265355,
43027_0,0.028401919,
43028_0,0.19996591,
43030_0,0.03191418,
43031_0,0.0,
43032_0,0.3700627,
43033_0,0.1720093,
43034_0,0.63654876,
43035_0,0.2789581,
43036_0,0.0882874,
43037_0,0.028172065,
43038_0,0.36678007,
43039_0,0.04378481,
43041_0,0.8585748,
43042_0,0.65421355,
43043_0,0.3301957,
43044_0,0.5399704,
43045_0,0.0,
43046_0,0.3425575,
43047_0,0.20190202,
43048_0,0.58067816,
43050_0,0.019897958,
43051_0,0.18158838,
43052_0,0.1023572,
43053_0,0.10543128,
43054_0,0.37817168,
43055_0,0.06457633,
43056_0,0.3077525,
43057_0,0.0726355,
43058_0,0.023835007,
43059_0,0.011312715,
43060_0,0.081421174,
43061_0,0.8794189,
43062_0,0.007658391,
43063_0,0.03622404,
43064_0,0.011657902,
43065_0,0.050221134,
43066_0,0.01717066,
43067_0,0.1404051,
43068_0,3.5193175E-4,
43069_0,8.055995E-5,
43070_0,0.10087706,
43071_0,0.48637652,
43073_0,0.061673462,
43075_0,0.050317906,
43076_0,0.6143482,
43077_0,0.09158106,
43079_0,0.028970372,
43081_0,0.0,
43083_0,0.4537601,
43084_0,0.15043326,
43085_0,0.23048401,
43086_0,0.02322566,
43087_0,0.40368003,
43088_0,0.005689526,
43089_0,0.39632088,
43090_0,0.0541815,
43091_0,0.31802595,
43092_0,0.020116035,
43093_0,0.06669726,
43094_0,0.9418032,
43095_0,0.3779362,
43097_0,0.7782085,
43098_0,0.37527716,
43099_0,0.047981653,
43101_0,0.038659446,
43102_0,0.07926395,
43103_0,0.372414,
43104_0,0.04372239,
43105_0,0.014852803,
43106_0,0.04653669,
43107_0,0.07103799,
43108_0,0.19235165,
43109_0,0.4291064,
43110_0,0.042985022,
43111_0,0.0,
43112_0,0.09749562,
43113_0,0.026878037,
43114_0,0.72708255,
43115_0,0.09162413,
43116_0,0.48973083,
43117_0,0.15959193,
43118_0,0.47585997,
43119_0,0.010706424,
43120_0,0.087771274,
43121_0,0.5008765,
43122_0,0.01817565,
43123_0,0.3558206,
43124_0,0.14305931,
43125_0,0.0944777,
43126_0,0.0010399779,
43128_0,0.054696288,
43129_0,0.18897974,
43131_0,0.8340246,
43132_0,0.5780072,
43133_0,0.55195355,
43134_0,0.026088266,
43135_0,4.0643226E-4,
43136_0,0.60306877,
43137_0,0.2566431,
43138_0,0.65537643,
43139_0,0.051366467,
43140_0,0.69400275,
43141_0,0.1737776,
43142_0,0.16600455,
43144_0,0.13035057,
43145_0,0.0026831627,
43146_0,0.55090773,
43147_0,0.17447849,
43148_0,0.18393315,
43149_0,0.0,
43150_0,0.3425195,
43151_0,9.983791E-5,
43152_0,0.5202504,
43153_0,0.0045093126,
43154_0,0.24414253,
43155_0,0.18947278,
43158_0,0.008212819,
43159_0,0.027813356,
43160_0,0.5842615,
43161_0,0.030094482,
43162_0,0.070684865,
43163_0,0.20191579,
43164_0,0.075372055,
43165_0,0.19027054,
43166_0,0.031749357,
43168_0,1.3888245E-4,
43169_0,7.454768E-4,
43170_0,0.7800732,
43171_0,0.112264514,
43172_0,0.64422023,
43173_0,0.09470542,
43174_0,0.5280711,
43175_0,0.08616747,
43177_0,0.013850944,
43178_0,0.31365502,
43179_0,0.060147062,
43180_0,0.2951224,
43181_0,0.027951404,
43182_0,7.9737336E-4,
43183_0,0.0708537,
43184_0,0.0,
43185_0,0.27418014,
43186_0,0.03223201,
43187_0,0.9391121,
43188_0,0.058666926,
43189_0,0.006340727,
43190_0,0.354267,
43192_0,0.4038168,
43193_0,0.039966185,
43194_0,0.4982825,
43195_0,0.034169022,
43196_0,0.0,
43197_0,0.045354366,
43198_0,0.0,
43199_0,6.7480764E-4,
43200_0,0.0010958161,
43201_0,0.118163384,
43202_0,0.23426133,
43203_0,0.013931483,
43204_0,0.8933094,
43205_0,0.0,
43206_0,0.512537,
43207_0,0.008151829,
43208_0,0.0,
43209_0,0.02671856,
43210_0,0.06219561,
43211_0,0.06126271,
43212_0,0.0,
43214_0,0.022243736,
43215_0,0.0,
43216_0,0.27915263,
43217_0,0.05182113,
43218_0,0.0,
43219_0,0.20400256,
43220_0,0.0,
43221_0,0.1605963,
43222_0,0.06537012,
43223_0,0.06222038,
43224_0,0.36538243,
43226_0,0.26105636,
43227_0,0.016211865,
43228_0,0.34010068,
43230_0,0.20997477,
43231_0,0.0026831627,
43232_0,0.0,
43233_0,4.043663E-4,
43234_0,0.22204997,
43235_0,0.018099753,
43236_0,0.06948791,
43237_0,0.29531178,
43238_0,0.0,
43239_0,0.32040596,
43240_0,0.19695336,
43241_0,0.1531911,
43242_0,0.04469498,
43243_0,0.0,
43244_0,0.06398292,
43245_0,3.6234042E-4,
43246_0,0.472064,
43248_0,0.0,
43249_0,0.19304773,
43250_0,0.16148731,
43251_0,0.84263295,
43252_0,0.20142627,
43255_0,0.09220663,
43257_0,0.030359386,
43259_0,0.41650322,
43260_0,0.015995333,
43261_0,0.043606613,
43262_0,0.028291779,
43263_0,0.03275173,
43264_0,0.5865319,
43265_0,0.10246448,
43266_0,0.098904796,
43267_0,0.4233278,
43268_0,0.15348072,
43269_0,0.69416344,
43270_0,0.02841972,
43271_0,0.0,
43272_0,0.0012428927,
43273_0,0.6290983,
43274_0,0.20032533,
43276_0,0.4167217,
43277_0,0.03337554,
43278_0,0.5411764,
43279_0,7.9956505E-4,
43281_0,0.6982276,
43282_0,0.47232512,
43283_0,0.5908739,
43284_0,0.034222268,
43285_0,0.02538267,
43286_0,0.085699774,
43287_0,7.0476363E-4,
43288_0,0.43771577,
43289_0,0.0025197996,
43290_0,0.121345244,
43291_0,0.92277104,
43292_0,0.0026574882,
43293_0,0.04731984,
43294_0,0.44897118,
43295_0,2.974745E-4,
43296_0,0.04691776,
43297_0,0.027508311,
43298_0,0.5341898,
43299_0,0.22145224,
43300_0,0.54756504,
43301_0,0.045922652,
43302_0,0.0061808685,
43303_0,0.29074833,
43304_0,0.009371964,
43305_0,0.2364214,
43306_0,0.36963785,
43307_0,0.015426864,
43308_0,0.28090766,
43309_0,0.07036405,
43310_0,0.0078499,
43311_0,0.3445236,
43312_0,0.067213036,
43313_0,0.15967655,
43314_0,0.02831275,
43315_0,0.05981673,
43316_0,0.18081573,
43317_0,0.70036167,
43318_0,0.040682305,
43319_0,0.18147247,
43321_0,0.90642875,
43323_0,0.054289855,
43324_0,0.0,
43325_0,0.019008342,
43326_0,0.023656735,
43327_0,0.1120078,
43328_0,0.08912765,
43329_0,0.019980414,
43330_0,0.04043564,
43331_0,0.07531075,
43332_0,0.033612598,
43333_0,0.08612267,
43334_0,0.0072524427,
43335_0,0.027800074,
43336_0,0.044681896,
43337_0,0.48998535,
43338_0,0.11980623,
43339_0,0.16809842,
43340_0,0.590983,
43341_0,0.018984232,
43343_0,0.0,
43344_0,0.0,
43345_0,0.038199373,
43346_0,0.08109934,
43347_0,5.773683E-4,
43348_0,0.057204675,
43349_0,0.00860555,
43351_0,0.5624628,
43352_0,0.30557895,
43353_0,0.103245065,
43354_0,0.22946905,
43355_0,0.0,
43356_0,0.03348789,
43357_0,0.06133189,
43358_0,0.06541306,
43360_0,0.055745892,
43361_0,0.013630883,
43362_0,0.059235033,
43364_0,0.07833804,
43365_0,0.11792388,
43366_0,0.07238286,
43367_0,0.0323149,
43368_0,0.023445534,
43369_0,0.038372196,
43370_0,0.01891674,
43371_0,0.07555562,
43372_0,0.33393034,
43373_0,0.2930728,
43374_0,0.16165675,
43375_0,0.03220976,
43376_0,0.0,
43377_0,0.77279603,
43378_0,0.10942908,
43379_0,0.6356131,
43380_0,0.01926546,
43381_0,0.03286223,
43382_0,1.6259212E-7,
43383_0,0.5938473,
43384_0,0.37746692,
43386_0,0.023825258,
43387_0,0.045104653,
43388_0,0.021842418,
43389_0,0.03818305,
43391_0,0.522724,
43392_0,0.27711472,
43394_0,0.0016474937,
43395_0,0.1303318,
43396_0,0.12292727,
43397_0,0.065664604,
43398_0,0.48643315,
43399_0,0.19873206,
43400_0,0.07394171,
43402_0,0.05587303,
43403_0,0.0060545225,
